product_id,product_name,brand,category,subcategory,model_number,description,price,currency,voltage,power,frequency,rpm,weight,dimensions,material,ip_rating,warranty,manufacturer,country,supplier,source,technical_document,product_url
PID-10492,IFM Electronic RTD Temp Sensor IFM-SNS-6383,IFM Electronic,Sensors,RTD Temp Sensor,IFM-SNS-6383,"Compact and durable RTD Temp Sensor with standard power rating, rated for 4-20mA 24V networks.",15775.69,EUR,4-20mA 24V,,DC,N/A,133.3 kg.,973 x 308 x 846 mm,PVDF,IP67,,IFM Electronic,Japan,Continental Drive Systems,ERP Master Data,https://docs.productiq-assets.com/specs/ifm_electronic/ifm-sns-6383.pdf,invalid-url-item
PID-10493,Emerson Fisher Pneumatic Ball Valve EME-VLV-4924,Emerson Fisher,Valves,Pneumatic Ball Valve,EME-VLV-4924,Heavy-duty industrial grade Pneumatic Ball Valve engineered by Emerson Fisher. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,18507.67,USD,,0.05 kW,60 Hz,N/A,127.0 kg,288x461x280mm,Hastelloy C,IP67,36 Months Extended,Emerson Fisher,Germany,Continental Drive Systems,ERP Master Data,https://docs.productiq-assets.com/specs/emerson_fisher/eme-vlv-4924.pdf,https://www.industrial-supply-direct.com/item/eme-vlv-4924
PID-10494,Ingersoll Rand Vane Compressor ING-CMP-9762,Ingersoll Rand,Compressors,Vane Compressor,ING-CMP-9762,"Compact and durable Vane Compressor with 110 kW rating, rated for 3.3 kV networks.",23787.48,USD,3.3 kV,110 kW,60 Hz,2950 RPM,287.8 kilograms,"9.3"" x 13.1"" x 30.4""",Cast Iron Block,IP55,36 Months Extended,Ingersoll Rand,France,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/ingersoll_rand/ing-cmp-9762.pdf,https://www.industrial-supply-direct.com/item/ing-cmp-9762
PID-10495,Baldor-Reliance Synchronous Motor BAL-MTR-1060,Baldor-Reliance,Industrial Motors,Synchronous Motor,BAL-MTR-1060,<div><p>Industrial Industrial Motors - BAL-MTR-1060</p><span>Manufacturer: Baldor-Reliance</span><br>Standard spec with warranty: 12 Months</div>,494.46,USD,,45 kW,60 Hz,1750 RPM,253.7 kg,106.9x60.6x66.6 cm,Ductile Iron,ip55,12 Months,Baldor-Reliance,Germany,Precision Parts Direct,Vendor Portal Upload,https://docs.productiq-assets.com/specs/baldor-reliance/bal-mtr-1060.pdf,https://www.industrial-supply-direct.com/item/bal-mtr-1060
PID-10496,Schneider Electric Programmable Logic Controller (PLC) SCH-CTL-2746,Schneider Electric,Control Systems,Programmable Logic Controller (PLC),SCH-CTL-2746,<div><p>Industrial Control Systems - SCH-CTL-2746</p><span>Manufacturer: Schneider Electric</span><br>Standard spec with warranty: 36 Months Extended</div>,15984.26,EUR,400 V 3PH,0.75 kW,50/60 Hz,N/A,,683x435x289mm,Polycarbonate / Aluminum,ip20,36 Months Extended,Schneider Electric,Finland,Apex Industrial Supplies,Vendor Portal Upload,https://docs.productiq-assets.com/specs/schneider_electric/sch-ctl-2746.pdf,https://www.industrial-supply-direct.com/item/sch-ctl-2746
PID-10497,Kaeser Rotary Screw Compressor KAE-CMP-3992,Kaeser,Compressors,Rotary Screw Compressor,KAE-CMP-3992,<div><p>Industrial Compressors - KAE-CMP-3992</p><span>Manufacturer: Kaeser</span><br>Standard spec with warranty: 24 months</div>,19225.89,USD,400 volts,110 kW,50 Hz,2950 RPM,392.0 LBS,709 x 202 x 513 mm,Cast Iron Block,IP55,24 months,Kaeser,United States,Precision Parts Direct,Supplier Price File 2024,https://docs.productiq-assets.com/specs/kaeser/kae-cmp-3992.pdf,invalid-url-item
PID-10498,Grundfos Multistage High-Pressure Pump GRU-PMP-1065,Grundfos,Pumps,Multistage High-Pressure Pump,GRU-PMP-1065,"Grundfos Multistage High-Pressure Pump GRU-PMP-1065 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",1101.98,EUR,400v,5.5 kW,60 Hz,1450 RPM,413.4 g,134x581x323mm,Stainless Steel 316,IP 68,2 Years,Grundfos,China,Global Electro Corp,Field Engineering Audit,,https://www.industrial-supply-direct.com/item/gru-pmp-1065
PID-10499,NTN Spherical Roller Bearing NTN-BRG-9071,NTN,Bearings,Spherical Roller Bearing,NTN-BRG-9071,"*** NTN SPECIAL PROMO *** Model NTN-BRG-9071. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",10361.83,USD,N/A,N/A,N/A,6000 RPM,318.8 kg.,1119x101x217mm,Stainless Steel 440C,ZZ Shielded,5 Years,NTN,Sweden,Continental Drive Systems,ERP Master Data,https://docs.productiq-assets.com/specs/ntn/ntn-brg-9071.pdf,https://www.industrial-supply-direct.com/item/ntn-brg-9071
PID-10500,Yokogawa Pressure Transmitter YOK-SNS-4782,Yokogawa,Sensors,Pressure Transmitter,YOK-SNS-4782,<div><p>Industrial Sensors - YOK-SNS-4782</p><span>Manufacturer: Yokogawa</span><br>Standard spec with warranty: 1 Year Standard</div>,17572.9,€,24 V DC,,N/A,N/A,50.4 KG,40.1x76.3x22.6 cm,Hastelloy,IP68,1 Year Standard,Yokogawa,China,Precision Parts Direct,Supplier Price File 2024,https://docs.productiq-assets.com/specs/yokogawa/yok-sns-4782.pdf,https://www.industrial-supply-direct.com/item/yok-sns-4782
PID-10501,Samson High-Pressure Gate Valve SAM-VLV-6786,Samson,Valves,High-Pressure Gate Valve,SAM-VLV-6786,Heavy-duty industrial grade High-Pressure Gate Valve engineered by Samson. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,16008.97,EUR,,50 W,50 Hz,,207.8 kg.,326x394x244mm,Forged Steel A105,IP66,1 Year Standard,Samson,United Kingdom,Continental Drive Systems,Distributor Catalog EU,https://docs.productiq-assets.com/specs/samson/sam-vlv-6786.pdf,https://www.industrial-supply-direct.com/item/sam-vlv-6786
PID-10502,IFM Electronic Radar Level Sensor IFM-SNS-5515,IFM Electronic,Sensors,Radar Level Sensor,IFM-SNS-5515,Heavy-duty industrial grade Radar Level Sensor engineered by IFM Electronic. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,6533.43,EUR,LOOP POWERED,< 3W,50/60 Hz,N/A,51.6 g,L:621 W:201 H:378,Hastelloy,,,IFM Electronic,France,Apex Industrial Supplies,ERP Master Data,https://docs.productiq-assets.com/specs/ifm_electronic/ifm-sns-5515.pdf,https://www.industrial-supply-direct.com/item/ifm-sns-5515
PID-10503,Emerson Rosemount Electromagnetic Flowmeter EME-SNS-5002,Emerson Rosemount,Sensors,Electromagnetic Flowmeter,EME-SNS-5002,REDUNDANT RECORD: Emerson Rosemount EME-SNS-5002 Sensors Electromagnetic Flowmeter. Contact supplier Precision Parts Direct for spec sheet.,13822.1,€,,1.5 W,N/A,N/A,89.1 kg,L:970 W:357 H:812,316L SS,ip67,2 Years,Emerson Rosemount,France,Precision Parts Direct,Field Engineering Audit,https://docs.productiq-assets.com/specs/emerson_rosemount/eme-sns-5002.pdf,https://www.industrial-supply-direct.com/item/eme-sns-5002
PID-10504,Mitsubishi Electric Safety Relay MIT-CTL-4215,Mitsubishi Electric,Control Systems,Safety Relay,MIT-CTL-4215,"Compact and durable Safety Relay with 1.5 kW rating, rated for 400 V 3PH networks.",1180.39,EUR,400 V 3PH,1.5 kW,0-400 Hz Output,N/A,,1056 x 522 x 647 mm,Polycarbonate / Aluminum,ip20,12 Months,Mitsubishi Electric,China,Nordic Machinery Hub,Field Engineering Audit,https://docs.productiq-assets.com/specs/mitsubishi_electric/mit-ctl-4215.pdf,https://www.industrial-supply-direct.com/item/mit-ctl-4215
PID-10505,Emerson Rosemount Pressure Transmitter EME-SNS-1599,Emerson Rosemount,Sensors,Pressure Transmitter,EME-SNS-1599,"*** EMERSON ROSEMOUNT SPECIAL PROMO *** Model EME-SNS-1599. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",22043.84,USD,24 V DC,0.01 kW,50/60 Hz,N/A,242.8 g,L:593 W:145 H:587,Titanium,IP69K,2 Years,Emerson Rosemount,Germany,Nordic Machinery Hub,Field Engineering Audit,https://docs.productiq-assets.com/specs/emerson_rosemount/eme-sns-1599.pdf,https://www.industrial-supply-direct.com/item/eme-sns-1599
PID-10506,Grundfos Multistage High-Pressure Pump GRU-PMP-4757,Grundfos,Pumps,Multistage High-Pressure Pump,GRU-PMP-4757,"Compact and durable Multistage High-Pressure Pump with 3.7 kW rating, rated for 415V networks.",87.22,EUR,415V,3.7 kW,50/60 Hz,1450 RPM,79.5 KG,192x283x300mm,Duplex Steel,IP66,2 Years,Grundfos,United Kingdom,Apex Industrial Supplies,ERP Master Data,https://docs.productiq-assets.com/specs/grundfos/gru-pmp-4757.pdf,https://www.industrial-supply-direct.com/item/gru-pmp-4757
PID-10507,ABB Synchronous Motor ABB-MTR-7007,ABB,Industrial Motors,Synchronous Motor,ABB-MTR-7007,REDUNDANT RECORD: ABB ABB-MTR-7007 Industrial Motors Synchronous Motor. Contact supplier Precision Parts Direct for spec sheet.,20047.96,USD,,110 kW,50/60 Hz,1500 rpm,40.5 KG,414x525x211mm,Aluminum,IP56,24 months,ABB,China,Precision Parts Direct,Field Engineering Audit,https://docs.productiq-assets.com/specs/abb/abb-mtr-7007.pdf,https://www.industrial-supply-direct.com/item/abb-mtr-7007
PID-10508,SMA Solar Solar Inverter Grid-Tied SMA-PWR-8422,SMA Solar,Power Equipment,Solar Inverter Grid-Tied,SMA-PWR-8422,"*** SMA SOLAR SPECIAL PROMO *** Model SMA-PWR-8422. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",12828.05,GBP,400/230V 50Hz,500 kW,50/60 Hz,1500 RPM,347.9 kg,705 x 484 x 891 mm,Acoustic Heavy Steel,IP20,,SMA Solar,United States,Precision Parts Direct,Vendor Portal Upload,https://docs.productiq-assets.com/specs/sma_solar/sma-pwr-8422.pdf,https://www.industrial-supply-direct.com/item/sma-pwr-8422
PID-10509,Pilz Interlock Switch PIL-SFT-8853,Pilz,Safety Equipment,Interlock Switch,PIL-SFT-8853,"*** PILZ SPECIAL PROMO *** Model PIL-SFT-8853. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",1348.47,$,24VDC,0.02 kW,DC,N/A,237.5 kg,780 x 662 x 239 mm,Anodized Aluminum,IP69K,1 Year Standard,Pilz,Switzerland,Global Electro Corp,Supplier Price File 2024,https://docs.productiq-assets.com/specs/pilz/pil-sft-8853.pdf,https://www.industrial-supply-direct.com/item/pil-sft-8853
PID-10510,Flowserve High-Pressure Gate Valve FLO-VLV-2170,Flowserve,Valves,,FLO-VLV-2170,Heavy-duty industrial grade Valves engineered by Flowserve. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,CONTACT SALES,USD,None,,N/A,,,L:760 W:268 H:875,WCB Carbon Steel,IP66,12 Months,Flowserve,Switzerland,Nordic Machinery Hub,Distributor Catalog EU,https://docs.productiq-assets.com/specs/flowserve/flo-vlv-2170.pdf,https://www.industrial-supply-direct.com/item/flo-vlv-2170
PID-10511,Atlas Copco Vane Compressor ATL-CMP-1423,Atlas Copco,Compressors,Vane Compressor,ATL-CMP-1423,"Atlas Copco Vane Compressor ATL-CMP-1423 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",7566.66,€,460 V 60Hz,75 kW,50 Hz,1480 RPM,131.0 LBS,25.6x25.4x27.9 cm,Cast Iron Block,IP65,36 Months Extended,Atlas Copco,Germany,TechFlow Solutions,Vendor Portal Upload,https://docs.productiq-assets.com/specs/atlas_copco/atl-cmp-1423.pdf,https://www.industrial-supply-direct.com/item/atl-cmp-1423
PID-10512,Schneider Electric Air Circuit Breaker (ACB) SCH-ELC-1800,Schneider Electric,Electrical Components,Air Circuit Breaker (ACB),SCH-ELC-1800,"Compact and durable Air Circuit Breaker (ACB) with N/A rating, rated for 415 VAC networks.",6333.64,EUR,415 VAC,N/A,50 Hz,N/A,187.3 kilograms,56.6x42.9x47.8 cm,Silver Alloy Contacts,IP20,24 months,Schneider Electric,Finland,Nordic Machinery Hub,OEM Technical Data Sheet,,https://www.industrial-supply-direct.com/item/sch-elc-1800
PID-10513,Schneider Electric Industrial Transformer SCH-ELC-4406,Schneider Electric,Electrical Components,Industrial Transformer,SCH-ELC-4406,"Compact and durable Industrial Transformer with 100 kVA rating, rated for 11 kV networks.",14484.28,USD,11 kV,100 kVA,60 Hz,N/A,122.3 kg,L:902 W:358 H:641,DMC Polyester Glass,IP20,36 Months Extended,Schneider Electric,Germany,TechFlow Solutions,Field Engineering Audit,https://docs.productiq-assets.com/specs/schneider_electric/sch-elc-4406.pdf,https://www.industrial-supply-direct.com/item/sch-elc-4406
PID-10514,Flowserve High-Pressure Gate Valve FLO-VLV-9166,Flowserve,Valves,High-Pressure Gate Valve,FLO-VLV-9166,"Compact and durable High-Pressure Gate Valve with 50 W rating, rated for N/A networks.",4721.07,USD,N/A,50 W,50 Hz,N/A,258.2 g,729x517x404mm,Forged Steel A105,IP66,1 Year Standard,Flowserve,Sweden,TechFlow Solutions,Field Engineering Audit,https://docs.productiq-assets.com/specs/flowserve/flo-vlv-9166.pdf,https://www.industrial-supply-direct.com/item/flo-vlv-9166
PID-10515,Endress+Hauser Electromagnetic Flowmeter END-SNS-5126,Endress+Hauser,Sensors,Electromagnetic Flowmeter,END-SNS-5126,<div><p>Industrial Sensors - END-SNS-5126</p><span>Manufacturer: Endress+Hauser</span><br>Standard spec with warranty: 5 Years</div>,20973.42,EUR,LOOP POWERED,2 W,50/60 Hz,N/A,325.2 kg.,482 x 400 x 296 mm,Hastelloy,ip67,5 Years,Endress+Hauser,United Kingdom,Nordic Machinery Hub,Distributor Catalog EU,https://docs.productiq-assets.com/specs/endress+hauser/end-sns-5126.pdf,https://www.industrial-supply-direct.com/item/end-sns-5126
PID-10516,NTN Pillow Block Bearing NTN-BRG-9689,NTN,Bearings,Pillow Block Bearing,NTN-BRG-9689,<div><p>Industrial Bearings - NTN-BRG-9689</p><span>Manufacturer: NTN</span><br>Standard spec with warranty: </div>,17561.61,USD,N/A,N/A,N/A,6000 RPM,132.1 g,696x344x309mm,Stainless Steel 440C,2RS Sealed,,NTN,Switzerland,Continental Drive Systems,ERP Master Data,https://docs.productiq-assets.com/specs/ntn/ntn-brg-9689.pdf,https://www.industrial-supply-direct.com/item/ntn-brg-9689
PID-10517,Sulzer Submersible Slurry Pump SUL-PMP-3316,Sulzer,Pumps,Submersible Slurry Pump,SUL-PMP-3316,REDUNDANT RECORD: Sulzer SUL-PMP-3316 Pumps Submersible Slurry Pump. Contact supplier Apex Industrial Supplies for spec sheet.,2238.73,EUR,230 V,15 HP,50/60 Hz,3500 rpm,306.3 lbs,929 x 759 x 430 mm,Duplex Steel,ip68,1 Year Standard,Sulzer,United States,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/sulzer/sul-pmp-3316.pdf,https://www.industrial-supply-direct.com/item/sul-pmp-3316
PID-10518,Sullair Rotary Screw Compressor SUL-CMP-8564,Sullair,Compressors,Rotary Screw Compressor,SUL-CMP-8564,Heavy-duty industrial grade Rotary Screw Compressor engineered by Sullair. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,17310.64,EUR,400 volts,,50 Hz,2950 RPM,377.3 LBS,"23.6"" x 19.1"" x 17.4""",Heavy Gauge Steel Housing,IP54,24 months,Sullair,Japan,Continental Drive Systems,Field Engineering Audit,https://docs.productiq-assets.com/specs/sullair/sul-cmp-8564.pdf,https://www.industrial-supply-direct.com/item/sul-cmp-8564
PID-10519,Nidec Synchronous Motor NID-MTR-7418,Nidec,Industrial Motors,Synchronous Motor,NID-MTR-7418,REDUNDANT RECORD: Nidec NID-MTR-7418 Industrial Motors Synchronous Motor. Contact supplier Global Electro Corp for spec sheet.,3287.85,EUR,690 V,22 kW,50 Hz,1450 RPM,180.2 lbs,"6.1"" x 27.6"" x 9.5""",Cast Iron,IP23,2 Years,Nidec,Sweden,Global Electro Corp,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/nidec/nid-mtr-7418.pdf,https://www.industrial-supply-direct.com/item/nid-mtr-7418
PID-10520,IFM Electronic Electromagnetic Flowmeter IFM-SNS-6491,IFM Electronic,Sensors,Electromagnetic Flowmeter,IFM-SNS-6491,Heavy-duty industrial grade Electromagnetic Flowmeter engineered by IFM Electronic. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,1920.35,$,LOOP POWERED,0.01 kW,50/60 Hz,N/A,108.8 lbs,194x631x810mm,Hastelloy,IP69K,1 Year Standard,IFM Electronic,Germany,Global Electro Corp,Distributor Catalog EU,https://docs.productiq-assets.com/specs/ifm_electronic/ifm-sns-6491.pdf,https://www.industrial-supply-direct.com/item/ifm-sns-6491
PID-10521,Mitsubishi Electric Safety Relay MIT-CTL-2448,Mitsubishi Electric,Control Systems,Safety Relay,MIT-CTL-2448,"*** MITSUBISHI ELECTRIC SPECIAL PROMO *** Model MIT-CTL-2448. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",9322.98,USD,24 V DC,22 kW,50 Hz,N/A,368.3 LBS,"39.1"" x 27.0"" x 8.3""",Industrial Thermoplastic,IP20,1 Year Standard,Mitsubishi Electric,Sweden,Continental Drive Systems,Vendor Portal Upload,https://docs.productiq-assets.com/specs/mitsubishi_electric/mit-ctl-2448.pdf,https://www.industrial-supply-direct.com/item/mit-ctl-2448
PID-10522,Koyo Deep Groove Ball Bearing KOY-BRG-2897,Koyo,Bearings,Deep Groove Ball Bearing,KOY-BRG-2897,Heavy-duty industrial grade Deep Groove Ball Bearing engineered by Koyo. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,21521.46,USD,,N/A,N/A,8500 rpm,97.4 g,"13.9"" x 6.1"" x 8.0""",Stainless Steel 440C,2RS Sealed,5 Years,Koyo,Germany,Continental Drive Systems,Field Engineering Audit,https://docs.productiq-assets.com/specs/koyo/koy-brg-2897.pdf,https://www.industrial-supply-direct.com/item/koy-brg-2897
PID-10523,Huawei Digital Power Industrial Diesel Generator HUA-PWR-5740,Huawei Digital Power,Power Equipment,Industrial Diesel Generator,HUA-PWR-5740,REDUNDANT RECORD: Huawei Digital Power HUA-PWR-5740 Power Equipment Industrial Diesel Generator. Contact supplier Apex Industrial Supplies for spec sheet.,4432.22,GBP,400/230V 50Hz,1000 kVA,50 Hz,N/A,282.0 kilograms,L:707 W:665 H:757,Acoustic Heavy Steel,IP20,5 Years,Huawei Digital Power,United Kingdom,Apex Industrial Supplies,Field Engineering Audit,https://docs.productiq-assets.com/specs/huawei_digital_power/hua-pwr-5740.pdf,https://www.industrial-supply-direct.com/item/hua-pwr-5740
PID-10524,Boge Oil-Free Scroll Compressor BOG-CMP-5066,Boge,Compressors,Oil-Free Scroll Compressor,BOG-CMP-5066,"Boge Oil-Free Scroll Compressor BOG-CMP-5066 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",13605.1,GBP,460 V 60Hz,75 kW,60 Hz,2950 RPM,351.7 kilograms,389 x 540 x 513 mm,Cast Iron Block,IP65,1 Year Standard,Boge,Germany,Continental Drive Systems,Vendor Portal Upload,https://docs.productiq-assets.com/specs/boge/bog-cmp-5066.pdf,https://www.industrial-supply-direct.com/item/bog-cmp-5066
PID-10525,Siemens Air Circuit Breaker (ACB) SIE-ELC-8241,Siemens,Electrical Components,Air Circuit Breaker (ACB),SIE-ELC-8241,"Siemens Air Circuit Breaker (ACB) SIE-ELC-8241 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",5248.41,USD,415 VAC,100 kVA,60 Hz,N/A,341.3 kilograms,683 x 103 x 452 mm,Thermoset Resin,IP54,2 Years,Siemens,Finland,Continental Drive Systems,Field Engineering Audit,https://docs.productiq-assets.com/specs/siemens/sie-elc-8241.pdf,https://www.industrial-supply-direct.com/item/sie-elc-8241
PID-10526,Velan Check Valve VEL-VLV-6877,Velan,Valves,Check Valve,VEL-VLV-6877,<div><p>Industrial Valves - VEL-VLV-6877</p><span>Manufacturer: Velan</span><br>Standard spec with warranty: </div>,3591.23,GBP,None,15 W,60 Hz,N/A,193.1 g,39.8x29.4x64.1 cm,Hastelloy C,,,Velan,Japan,Global Electro Corp,Distributor Catalog EU,https://docs.productiq-assets.com/specs/velan/vel-vlv-6877.pdf,https://www.industrial-supply-direct.com/item/vel-vlv-6877
PID-10527,Schneider Galaxy Automatic Transfer Switch SCH-PWR-5454,Schneider Galaxy,Power Equipment,Automatic Transfer Switch,SCH-PWR-5454,"Schneider Galaxy Automatic Transfer Switch SCH-PWR-5454 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",20523.64,USD,400 V 3-Phase,1200 kW,50 Hz,1800 rpm,54.8 kilograms,L:513 W:176 H:183,Galvanized Steel Weatherproof,,24 months,Schneider Galaxy,Germany,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/schneider_galaxy/sch-pwr-5454.pdf,https://www.industrial-supply-direct.com/item/sch-pwr-5454
PID-10528,SKF Tapered Roller Bearing SKF-BRG-2198,SKF,Bearings,Tapered Roller Bearing,SKF-BRG-2198,"Compact and durable Tapered Roller Bearing with standard power rating, rated for N/A networks.",10921.77,,N/A,,N/A,6000 RPM,224.1 lbs,"35.4"" x 10.5"" x 6.3""",Ceramic Hybrid,Open,2 Years,SKF,France,Nordic Machinery Hub,Field Engineering Audit,https://docs.productiq-assets.com/specs/skf/skf-brg-2198.pdf,https://www.industrial-supply-direct.com/item/skf-brg-2198
PID-10529,Nidec Three-Phase Induction Motor NID-MTR-9062,Nidec,Industrial Motors,Three-Phase Induction Motor,NID-MTR-9062,REDUNDANT RECORD: Nidec NID-MTR-9062 Industrial Motors Three-Phase Induction Motor. Contact supplier Nordic Machinery Hub for spec sheet.,22154.45,€,460 V AC,110 kW,50 Hz,1500 rpm,106.4 KG,743x466x832mm,Stainless Steel,,24 months,Nidec,United States,Nordic Machinery Hub,Supplier Price File 2024,https://docs.productiq-assets.com/specs/nidec/nid-mtr-9062.pdf,https://www.industrial-supply-direct.com/item/nid-mtr-9062
PID-10530,Yokogawa Pressure Transmitter YOK-SNS-2287,Yokogawa,Sensors,Pressure Transmitter,YOK-SNS-2287,"*** YOKOGAWA SPECIAL PROMO *** Model YOK-SNS-2287. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",96.11,€,12-30 VDC,1.5 W,DC,N/A,56.8 KG,707x414x370mm,Hastelloy,ip67,,Yokogawa,Italy,Apex Industrial Supplies,Vendor Portal Upload,https://docs.productiq-assets.com/specs/yokogawa/yok-sns-2287.pdf,https://www.industrial-supply-direct.com/item/yok-sns-2287
PID-10531,ABB Servo Motor ABB-MTR-5512,ABB,Industrial Motors,Servo Motor,ABB-MTR-5512,"*** ABB SPECIAL PROMO *** Model ABB-MTR-5512. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",5741.08,USD,400 V,20 HP,50Hz,1750 RPM,78.7 KG,L:430 W:754 H:194,Cast Iron,IP23,36 Months Extended,ABB,United States,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/abb/abb-mtr-5512.pdf,https://www.industrial-supply-direct.com/item/abb-mtr-5512
PID-10532,Rockwell Allen-Bradley Safety Relay ROC-CTL-9947,Rockwell Allen-Bradley,Control Systems,Safety Relay,ROC-CTL-9947,"Compact and durable Safety Relay with 7.5 kW rating, rated for 24VDC / 120VAC networks.",18843.8,USD,24VDC / 120VAC,7.5 kW,50 Hz,N/A,307.5 kg.,793 x 334 x 686 mm,Industrial Thermoplastic,IP65 Bezel,1 Year Standard,Rockwell Allen-Bradley,Finland,Continental Drive Systems,Field Engineering Audit,https://docs.productiq-assets.com/specs/rockwell_allen-bradley/roc-ctl-9947.pdf,https://www.industrial-supply-direct.com/item/roc-ctl-9947
PID-10533,Sulzer Diaphragm Pump SUL-PMP-2000,Sulzer,Pumps,Diaphragm Pump,SUL-PMP-2000,<div><p>Industrial Pumps - SUL-PMP-2000</p><span>Manufacturer: Sulzer</span><br>Standard spec with warranty: 36 Months Extended</div>,5727.74,EUR,,15 kW,60 Hz,3500 rpm,158.8 g,90.5x79.5x77.5 cm,Stainless Steel 316,IP55,36 Months Extended,Sulzer,United States,Precision Parts Direct,Supplier Price File 2024,https://docs.productiq-assets.com/specs/sulzer/sul-pmp-2000.pdf,https://www.industrial-supply-direct.com/item/sul-pmp-2000
PID-10534,Wilo Submersible Slurry Pump WIL-PMP-2191,Wilo,Pumps,Submersible Slurry Pump,WIL-PMP-2191,REDUNDANT RECORD: Wilo WIL-PMP-2191 Pumps Submersible Slurry Pump. Contact supplier Precision Parts Direct for spec sheet.,7914.59,GBP,400 V,3.7 kW,60 Hz,1450 RPM,247.2 kg,L:359 W:138 H:438,Stainless Steel 316,IP 68,5 Years,Wilo,Switzerland,Precision Parts Direct,Field Engineering Audit,https://docs.productiq-assets.com/specs/wilo/wil-pmp-2191.pdf,https://www.industrial-supply-direct.com/item/wil-pmp-2191
PID-10535,NTN Tapered Roller Bearing NTN-BRG-3129,NTN,Bearings,Tapered Roller Bearing,NTN-BRG-3129,REDUNDANT RECORD: NTN NTN-BRG-3129 Bearings Tapered Roller Bearing. Contact supplier Apex Industrial Supplies for spec sheet.,20320.33,€,,,N/A,4500 max RPM,43.5 KG,L:922 W:558 H:499,Stainless Steel 440C,ZZ Shielded,,NTN,Sweden,Apex Industrial Supplies,Field Engineering Audit,https://docs.productiq-assets.com/specs/ntn/ntn-brg-3129.pdf,https://www.industrial-supply-direct.com/item/ntn-brg-3129
PID-10536,Wilo Centrifugal Pump WIL-PMP-8559,Wilo,Pumps,Centrifugal Pump,WIL-PMP-8559,Heavy-duty industrial grade Centrifugal Pump engineered by Wilo. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,12812.5,€,380 V 3-Phase,15 kW,60 Hz,3500 rpm,447.4 kg,"46.8"" x 16.7"" x 31.4""",Duplex Steel,IP55,5 Years,Wilo,Switzerland,TechFlow Solutions,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/wilo/wil-pmp-8559.pdf,https://www.industrial-supply-direct.com/item/wil-pmp-8559
PID-10537,Sullair Oil-Free Scroll Compressor SUL-CMP-6437,Sullair,Compressors,Oil-Free Scroll Compressor,SUL-CMP-6437,"Sullair Oil-Free Scroll Compressor SUL-CMP-6437 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",1001.32,€,400 volts,75KW,50 Hz,2950 RPM,268.1 KG,702x290x753mm,Acoustic Enclosure,IP55,5 Years,Sullair,Finland,TechFlow Solutions,Vendor Portal Upload,https://docs.productiq-assets.com/specs/sullair/sul-cmp-6437.pdf,https://www.industrial-supply-direct.com/item/sul-cmp-6437
PID-10538,Sick RTD Temp Sensor SIC-SNS-2689,Sick,Sensors,RTD Temp Sensor,SIC-SNS-2689,REDUNDANT RECORD: Sick SIC-SNS-2689 Sensors RTD Temp Sensor. Contact supplier Apex Industrial Supplies for spec sheet.,4017.14,EUR,LOOP POWERED,0.01 kW,DC,N/A,183.1 LBS,55.5x45.1x64.2 cm,PVDF,IP68,12 Months,Sick,China,Apex Industrial Supplies,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/sick/sic-sns-2689.pdf,https://www.industrial-supply-direct.com/item/sic-sns-2689
